id,firm,email,email_type,verification_status,conversion_estimate,score,outreach_mode,harsh_free_pilot_acceptance_pct,harsh_paid_conversation_pct,subject,personalization_hook,source
L-0140,Therapy4Kids,info@therapy4kids.co.uk,domain,verified,Medium,100,paid_later,0.00%,0.20%,Requirement checks for physio bids,school/LA paediatric therapy + EHCP,https://therapy4kids.co.uk
L-0141,Physiotherapy for Children Ltd,info@physioforchildren.co.uk,domain,verified,Medium,100,paid_later,0.00%,0.20%,Bidframe for physio tender reviews,school/college paediatric physio contracts,https://physioforchildren.co.uk
L-0143,Translate UK,info@translateuk.net,domain,verified,Medium,100,paid_later,0.00%,0.20%,Requirement checks for translation bids,council/court translation & interpreting contracts,https://translateuk.net
L-0144,Arbormac Arboriculture,info@arbormac.co.uk,domain,verified,Medium,100,paid_later,0.00%,0.20%,Bidframe for arboriculture tender reviews,council arboriculture/grounds contracts,https://arbormac.co.uk
L-0145,Bawden Tree Care,info@bawdentreecare.co.uk,domain,verified,Medium,100,paid_later,0.00%,0.20%,Faster first read on arboriculture tenders,council/MOD/Environment Agency/parish arboriculture contracts,https://bawdentreecare.co.uk
L-0149,Peak Translations Ltd,enquiries@peak-translations.co.uk,domain,verified,Medium,100,paid_later,0.00%,0.20%,Requirement checks for translation bids,"local councils, NHS, schools and public-service interpreting/translation",https://peak-translations.co.uk/public-service/; https://peak-translations.co.uk/contact/
L-0190,Drainage Consultants Ltd,sales@drainageconsultantsltd.co.uk,domain,verified,Medium,100,paid_later,0.00%,0.20%,"Faster first read on drainage, civils, pumps and pump-station maintenance tenders","schools, University of Leeds, NHS facilities, council estates, social housing and pump-station maintenance",https://www.drainageconsultantsltd.co.uk/services/pump-station-maintenance/; https://www.drainageconsultantsltd.co.uk/cctv-drain-survey-leeds/; https://www.drainageconsultantsltd.co.uk/contact/
L-0204,Paynes Heating & Plumbing Services Ltd,sales@paynes-heating.co.uk,domain,verified,Medium,100,paid_later,0.00%,0.20%,"Bidframe for heating, plumbing, solar PV, ventilation and renewables tender reviews","NFP renewables framework appointee; MCS, Gas Safe, NICEIC, APHC, HETAS, OFTEC credentials",https://www.nationalframeworkpartnership.co.uk/supplier/paynes-heating-and-plumbing-services-limited/; https://www.paynes-heating.co.uk/contact-us.html
L-0205,BF Engineering Services Ltd / BFES,office@bfes.co.uk,domain,verified,Medium,100,paid_later,0.00%,0.20%,"Faster first read on commercial catering equipment, cold rooms, refrigeration, ventilation and service maintenance tenders","school, hospital and care-home catering equipment; design/install/service, cold rooms, refrigeration and accreditations",https://bfes.co.uk/; https://bfes.co.uk/get-in-touch/; https://uk.linkedin.com/company/bfes
L-0209,Cross Cut Shredding Ltd,info@crosscutshredding.co.uk,domain,verified,Medium,100,paid_later,0.00%,0.20%,Requirement checks for document shredding bids,"healthcare, education, government/public service secure destruction; certificates of destruction",https://www.crosscutshredding.co.uk/services/business-shredding
L-0210,Clearcut Confidential Waste,office@clearcutconfidentialwaste.co.uk,domain,verified,Medium,100,paid_later,0.00%,0.20%,Bidframe for document shredding tender reviews,"schools/education, local councils, healthcare, GP/dental practices and care homes sector pages",https://clearcutconfidentialwaste.co.uk/document-shredding-services-in-wiltshire-2/
L-0239,Northern Catering Equipment,info@northerncatering.co.uk,domain,verified,Medium,100,paid_later,0.00%,0.20%,"Requirement checks for commercial kitchens, school catering equipment and public-sector catering infrastructure bids","primary schools, universities, healthcare, care homes and public-sector settings; supply/install/service offer",https://www.northerncatering.co.uk/contact/; https://www.northerncatering.co.uk/about/; https://www.northerncatering.co.uk/services/supply-installation/; https://ceda.co.uk/members/northern-catering-equipment/
L-0129,Communican SALT,hellocommunican@gmail.com,gmail,verified,Medium,98,paid_later,0.00%,0.20%,Bidframe for slt tender reviews,LA-funded independent SLT / EHCP therapy,https://communicanspeechandlanguage.co.uk/ehcp-assessments
L-0154,Artemis Tree Services,office@artemistreeservices.com,domain,verified,Medium,98,paid_later,0.00%,0.20%,Faster first read on arboriculture tenders,"local councils, schools, estate management and commercial construction clients",https://www.artemistreeservices.com/about/; https://www.artemistreeservices.com/contact/
L-0165,OHWorks,info@ohworks.co.uk,domain,verified,Medium,98,paid_later,0.00%,0.20%,Bidframe for occupational health tender reviews,"council clients, local-authority employees, teachers, universities/colleges and healthcare screening",https://www.ohworks.co.uk/client-support-services
L-0183,Guideline Lift Services Ltd / KLEEMANN UK,uk@kleemannlifts.com,domain,verified,Medium,98,paid_later,0.00%,0.20%,"Bidframe for lift maintenance, repair, modernisation and inspections tender reviews","ProcurePublic Passenger Lifts Framework supplier; hospitals, education, commercial/public lift services",https://kleemannlifts.com/company/contact/guideline-lift-services-ltd-trading-kleemann
L-0214,Dals (formerly DA Languages),enquiries@dals.co.uk,domain,verified,Medium,98,paid_later,0.00%,0.20%,Faster first read on translation and interpreting tenders,public-sector translation and interpreting for councils and public bodies,https://www.dalanguages.co.uk/contact-us/; https://www.dalanguages.co.uk/industries/public-sector/
L-0258,Kendra Energy Solutions Ltd,info@kendraenergy.co.uk,domain,verified,Medium,98,paid_later,0.00%,0.20%,Bidframe for BMS tender reviews,BEMS for public/private organisations; NHS SBS Hard FM framework trail and National Galleries of Scotland case,https://kendraenergy.co.uk/; https://www.sbs.nhs.uk/services/framework-agreements/hard-facilities-management-2-hard-fm/; https://kendraenergy.co.uk/helping-the-national-galleries-of-scotland/; https://uk.linkedin.com/company/kendra-energy-solutions-ltd-
L-0293,Procter Street,hello@procterandstreet.co.uk,domain,verified,Medium,98,paid_later,0.00%,0.20%,Requirement checks for construction bids,"Construction/infrastructure bid writing, framework strategy, public-sector frameworks",https://www.procterandstreet.co.uk/post/public-sector-frameworks-how-to-secure-win-work; https://www.procterandstreet.co.uk/; https://uk.linkedin.com/company/procter-and-street
L-0308,ACE Fire & Security,info@acesecurity.co.uk,domain,verified,Medium,98,paid_later,0.00%,0.20%,Requirement checks for fire alarm bids,Over 90 schools/colleges/universities managed; education-sector fire/security page,https://www.acesecurity.co.uk/schools-colleges-universities; https://www.acesecurity.co.uk/contact-us
L-0319,PAM Group,info@pamgroup.co.uk,domain,verified,Medium,98,paid_later,0.00%,0.20%,Faster first read on occupational health tenders,OH/EAP frameworks for HE/public sector; occupational health procurement seam,https://pamgroup.co.uk/contact-us/; https://www.supc.ac.uk/frameworks/20011; https://pamgroup.co.uk/about-us/
L-0367,Total Line Marking,info@totallinemarking.co.uk,generic,verified,Medium,98,paid_later,0.00%,0.20%,Faster first read on highways and local-authority line marking tenders,Dedicated highways and local-authority service page,totallinemarking.co.uk/services/road-marking-highways-local-authority; totallinemarking.co.uk/contact-us
L-0121,Just Learn,info@justlearn.org.uk,domain,verified,Medium,96,paid_later,0.00%,0.20%,Faster first read on send-ap tenders,"LA alternative-provision / SEND tuition contracts (EHCP, LAC/CLA)",https://justlearn.org.uk/alternative-provision-tuition
L-0124,SEND Tutoring,info@sendtutoring.co.uk,domain,verified,Medium,96,paid_later,0.00%,0.20%,Faster first read on send-ap tenders,LA EOTAS/EHCP tuition packages,https://sendtutoring.co.uk/how-we-can-help/eotas-packages
L-0125,SENsational Tutors,enquiries@sensationaltutors.co.uk,domain,verified,Medium,96,paid_later,0.00%,0.20%,Requirement checks for send-ap bids,LA EHCP/EOTAS tuition contracts,https://sensationaltutors.co.uk/eotas-packages
L-0130,Home School Tutoring (NE Hants & Surrey),surreyinfo@homeschooltutoring.co.uk,domain,verified,Medium,96,paid_later,0.00%,0.20%,Faster first read on send-ap tenders,"LA EOTAS/AP contracts (Hampshire CC, Surrey CC approved)",https://homeschooltutoringnehantssurrey.co.uk/eotas
L-0131,Player Ready,alternativeprovision@player-ready.co.uk,domain,verified,Medium,96,paid_later,0.00%,0.20%,Requirement checks for send-ap bids,LA EHCP/EOTAS/S19 AP contracts (Oxfordshire CC approved),https://player-ready.co.uk/oxfordshire-alternative-provision
L-0237,NHE Carpentry,enquiries@NHEltd.co.uk,domain,verified,Medium,96,paid_later,0.00%,0.20%,"Bidframe for specialist fire door installation, inspection and maintenance tender reviews","CHAS, ISO 9001/14001, BM TRADA Q-Mark; healthcare, local government, education, fire station/training centre projects",https://nhecarpentry.co.uk/contact/; https://nhecarpentry.co.uk/services/fire-door-inspection-and-maintenance/; https://nhecarpentry.co.uk/projects/
L-0243,Murus Fire Protection Ltd,info@murusfire.co.uk,domain,verified,Medium,96,paid_later,0.00%,0.20%,"Bidframe for passive fire protection, fire stopping, compartmentation and fire door remediation tender reviews","social housing and care homes sector pages; fire stopping, compartmentation, fire door remediation and passive fire surveys",https://murusfire.co.uk/sectors/social-housing/; https://uk.linkedin.com/company/murus-fire-protection-limited
L-0295,Inventya,info@inventya.com,domain,verified,Medium,96,paid_later,0.00%,0.20%,Faster first read on grant tenders,"Government grant writing for Innovate UK, SBRI, NIHR, DASA; tender capture service listed",https://www.inventya.com/servicesfolder/bid-writing-grant-funding
L-0296,Streets Innovation,innovation@streets.uk,domain,verified,Medium,96,paid_later,0.00%,0.20%,Requirement checks for innovation grant bid writing bids,"Grant bid writing for Innovate UK, DEFRA, Horizon Europe, DASA, EIC",https://streetsinnovation.uk/grant-bid-writing-services/
L-0369,Bothams Prestige,bothamsprestige109@hotmail.com,other,verified,Medium,93,paid_later,0.00%,0.10%,Bidframe for winter maintenance and sports drainage tender reviews,"Serves schools, colleges and local authorities",bothamsprestige.co.uk/about-bothams-prestige; bothamsprestige.co.uk
L-0339,Thornton Roofing,estimating@thorntonltd.com,team,verified,Medium,90,paid_later,0.00%,0.10%,Bidframe for roofing and building envelope tender reviews,Project portfolio includes Belfast Grand Central Station and Templemore Baths,thorntonltd.com; linkedin.com/company/thornton-ltd
L-0025,Bluebird Care St Helens,sthelens@bluebirdcare.co.uk,domain,verified,Medium,88,paid_later,0.00%,0.10%,Faster first read on care tenders,St Helens Domiciliary Care Approved List 2025/26,St Helens Council care provider list PDF
L-0102,TenderHelp,help@tenderhelp.co.uk,domain,verified,Medium,86,paid_later,0.00%,0.10%,Bidframe for consultancy tender reviews,"Genuine bid consultancy, reachable by email; size unconfirmed",https://tenderhelp.co.uk/contact
L-0103,AM Bid,info@ambid.co.uk,domain,verified,Medium,86,paid_later,0.00%,0.10%,Faster first read on consultancy tenders,"Established Scottish bid consultancy; reachable by email, bigger/slower",https://ambid.co.uk/contact-details-2
L-0119,Kittle Group,hello@kittle-group.com,domain,verified,Medium,86,paid_later,0.00%,0.10%,Requirement checks for consultancy bids,"SME bid consultancy with public email; reachable, size unconfirmed",https://kittle-group.com/contact
L-0213,Bidwriting.com,info@bidwriting.com,domain,verified,Medium,86,paid_later,0.00%,0.10%,Bidframe for consultancy tender reviews,"Relevant bid-writing service with public email, but buyer/person signal is thinner than the High consultancy rows",https://www.bidwriting.com/contact/
L-0017,Bid Writing Service (Barkers),info@bidwritingservice.com,domain,partial,Medium,82,paid_later,0.00%,0.10%,Requirement checks for consultancy bids,Public email confirmed; bigger firm but reachable now,bidwritingservice.com/contact
L-0146,Arborfield Tree Care,office@arborfieldtreecare.org,domain,partial,Medium,74,paid_later,0.00%,0.10%,Requirement checks for arboriculture bids,LA-approved tree services (highways/schools/sports grounds),https://arborfieldtreecare.co.uk/local-authorities
L-0013,Hudson Succeed,hi@tenderconsultants.co.uk,domain,partial,Medium,56,paid_later,0.00%,0.00%,Faster first read on consultancy tenders,"High-volume validator and larger/slower, but now email-reachable via Hudson Succeed contact page",https://www.tenderconsultants.co.uk/opening-our-us-head-office/; https://hudson-bidwriters.com/contact-bid-writers/
L-0014,GovData,winbusiness@govdata.co.uk,domain,partial,Medium,46,paid_later,0.00%,0.00%,Requirement checks for consultancy bids,"Public email confirmed; partnership/validator channel, bigger/slower firm",https://govdata.co.uk/about-us/; https://govdata.co.uk/lead-the-way-in-uk-tech/
L-0117,Cooper Weston,cooper@cooperweston.co.uk,domain,human_review_no_send,Low,-60,verify_before_sending,0.00%,0.00%,Bidframe for building-maintenance tender reviews,school/college + local government M&E contracts,https://cooperweston.co.uk/contact-us
L-0195,Advantage Catering Equipment Repair,sales@advantagecateringequipment.co.uk,domain,human_review,High,-60,verify_before_sending,0.00%,0.00%,"Bidframe for commercial catering equipment repair, refrigeration and gas-safe catering engineers tender reviews","MoD, Dover District Council, Ashford Borough Council, East Kent schools; ISO 9001/14001/45001, Gas Safe, Refcom F-Gas, CEDA",https://ceda.co.uk/members/advantage-catering-equipment-ltd/; https://www.catering-equipment-repair.co.uk/terms-conditions/
L-0238,Award Refrigeration & Air Conditioning Ltd,info@awardrefrigeration.co.uk,domain,human_review,Medium,-60,verify_before_sending,0.00%,0.00%,"Faster first read on refrigeration, cold rooms, AC and F-Gas-style refrigeration maintenance tenders",CEDA member for refrigeration/AC and cold rooms; planned preventative and reactive maintenance relevant to school/NHS/council catering infrastructure,https://www.awardfm.com/
L-0276,Skyguard Flat Roofing Ltd,info@skyguardflatroofing.co.uk,domain,human_review,Medium,-60,verify_before_sending,0.00%,0.00%,Bidframe for single-ply flat roofing tender reviews,"schools, NHS, MoD/public sector; tender-ready RAMS, COSHH and ISO pack",https://www.skyguardflatroofing.co.uk/contact-us/; https://www.skyguardflatroofing.co.uk/commercial-roofing/
L-0006,Della Pip,not_found,none,partial,Medium,-100,no_email_do_not_send,0.00%,0.00%,Bidframe for consultancy tender reviews,Care-sector director; LinkedIn-only,traction-research.md
L-0007,Silverlock Tenders,not_found,none,partial,Medium,-100,no_email_do_not_send,0.00%,0.00%,Faster first read on consultancy tenders,"Solo - replies personally, tries on a live bid; LinkedIn-only",traction-research.md
L-0008,Tenders UK,not_found,none,partial,Medium,-100,no_email_do_not_send,0.00%,0.00%,Requirement checks for consultancy bids,Care/FM specialist; LinkedIn-only,traction-research.md
L-0009,Independent (Stuart Reed),not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Bidframe for freelance tender reviews,"Solo, active, fast personal reply; LinkedIn-only",traction-research.md
L-0010,Independent (Julian Clarke),not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Faster first read on freelance tenders,"Solo, personal reply likely; LinkedIn-only",traction-research.md
L-0015,Bid Writer Consultancy,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Bidframe for consultancy tender reviews,Already receptive to AI framing; personal handle ambiguous,traction-research.md
L-0019,Joghide Ltd,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Faster first read on care tenders,Herefordshire Secondary Home Care framework,traction-research.md
L-0020,MC&DS Ltd,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Requirement checks for care bids,Herefordshire Secondary Home Care framework,traction-research.md
L-0028,Croft,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Faster first read on it-msp tenders,academy-trust/MAT ICT managed service,croftmsp.com/contact
L-0029,Soltech IT,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Requirement checks for it-msp bids,academy-trust/MAT ICT managed service,traction-research.md
L-0031,Brightr,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Faster first read on cleaning tenders,school cleaning contracts,traction-research.md
L-0032,Garioch Cleaning,not_found,none,unverified,High,-100,no_email_do_not_send,0.00%,0.00%,Requirement checks for cleaning bids,Aberdeenshire Council void-property cleaning,traction-research.md
L-0033,Fuelling Minds Catering Management,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Bidframe for catering tender reviews,Discovery Educational Trust catering ITT (FTS 076817-2025),traction-research.md
L-0034,Culinera,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Faster first read on catering tenders,school catering contracts,traction-research.md
L-0035,Alliance in Partnership (AiP),not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Requirement checks for catering bids,school catering contracts,traction-research.md
L-0036,Accent Catering,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Bidframe for catering tender reviews,Hampshire CC GBP16m schools catering framework,traction-research.md
L-0037,Aspens Services,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Faster first read on catering tenders,Hampshire CC GBP16m schools catering framework,traction-research.md
L-0038,Caterlink,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Requirement checks for catering bids,Hampshire CC GBP16m schools catering framework,traction-research.md
L-0039,Edwards & Ward,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Bidframe for catering tender reviews,Hampshire CC GBP16m schools catering framework,traction-research.md
L-0040,Harrison Catering,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Faster first read on catering tenders,Hampshire CC GBP16m schools catering framework,traction-research.md
L-0041,Innovate Services,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Requirement checks for catering bids,Hampshire CC GBP16m schools catering framework,traction-research.md
L-0044,Agile Guarding,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Requirement checks for security bids,ESPO / CCS RM6257 security frameworks,traction-research.md
L-0045,Cleanscapes Ltd,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Bidframe for grounds tender reviews,Grounds Maintenance Services Framework,traction-research.md
L-0046,Countrywide Grounds Maintenance Ltd,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Faster first read on grounds tenders,Grounds Maintenance Services Framework,traction-research.md
L-0047,Gould Landscapes Ltd,not_found,none,unverified,Medium,-100,no_email_do_not_send,0.00%,0.00%,Requirement checks for grounds bids,Grounds Maintenance Services Framework,traction-research.md
